id,product_id,total_quantity,status,created_at,updated_at
395,928,74,delivered,2024-05-28 03:38:30,2024-05-28 03:38:30
396,325,33,placed,2024-10-04 03:38:30,2024-10-04 03:38:30
397,437,65,delivered,2024-05-30 03:38:30,2024-05-30 03:38:30
398,400,84,delivered,2024-10-09 03:38:30,2024-10-09 03:38:30
399,746,56,pending,2024-04-12 03:38:30,2024-04-12 03:38:30
400,260,85,pending,2023-12-23 03:38:30,2023-12-23 03:38:30
401,450,42,delivered,2024-05-01 03:38:30,2024-05-01 03:38:30
402,423,56,pending,2024-04-04 03:38:30,2024-04-04 03:38:30
403,956,19,delivered,2024-08-02 03:38:30,2024-08-02 03:38:30
404,962,11,delivered,2024-03-30 03:38:30,2024-03-30 03:38:30
405,192,83,delivered,2024-04-08 03:38:30,2024-04-08 03:38:30
406,259,68,pending,2024-05-25 03:38:30,2024-05-25 03:38:30
407,12,19,pending,2024-02-14 03:38:30,2024-02-14 03:38:30
408,719,96,pending,2024-07-01 03:38:30,2024-07-01 03:38:30
409,400,62,delivered,2024-08-06 03:38:30,2024-08-06 03:38:30
410,701,73,placed,2024-06-08 03:38:30,2024-06-08 03:38:30
411,852,45,delivered,2024-09-29 03:38:30,2024-09-29 03:38:30
412,697,38,placed,2024-06-11 03:38:30,2024-06-11 03:38:30
413,320,56,delivered,2024-07-03 03:38:30,2024-07-03 03:38:30
414,471,25,placed,2024-08-12 03:38:30,2024-08-12 03:38:30
415,115,27,placed,2024-05-26 03:38:30,2024-05-26 03:38:30
416,332,17,pending,2024-08-06 03:38:30,2024-08-06 03:38:30
417,347,53,placed,2024-03-21 03:38:30,2024-03-21 03:38:30
418,869,67,placed,2024-08-19 03:38:30,2024-08-19 03:38:30
419,110,63,placed,2024-11-05 03:38:30,2024-11-05 03:38:30
420,968,29,placed,2024-09-08 03:38:30,2024-09-08 03:38:30
421,706,60,placed,2024-10-28 03:38:30,2024-10-28 03:38:30
422,836,64,placed,2024-07-24 03:38:30,2024-07-24 03:38:30
423,340,63,delivered,2024-07-27 03:38:30,2024-07-27 03:38:30
424,531,39,delivered,2024-02-27 03:38:30,2024-02-27 03:38:30
425,25,64,delivered,2024-11-12 03:38:30,2024-11-12 03:38:30
426,856,60,placed,2024-03-13 03:38:30,2024-03-13 03:38:30
427,189,53,placed,2024-01-15 03:38:30,2024-01-15 03:38:30
428,115,46,placed,2024-11-16 03:38:30,2024-11-16 03:38:30
429,604,34,delivered,2024-09-09 03:38:30,2024-09-09 03:38:30
430,136,36,pending,2024-07-06 03:38:30,2024-07-06 03:38:30
431,842,72,pending,2024-10-22 03:38:30,2024-10-22 03:38:30
432,904,74,placed,2024-05-28 03:38:30,2024-05-28 03:38:30
433,40,73,delivered,2024-05-16 03:38:30,2024-05-16 03:38:30
434,99,24,pending,2024-07-15 03:38:30,2024-07-15 03:38:30
435,462,39,placed,2024-03-13 03:38:30,2024-03-13 03:38:30
436,169,73,pending,2024-02-04 03:38:30,2024-02-04 03:38:30
437,619,20,placed,2024-08-10 03:38:30,2024-08-10 03:38:30
438,717,55,pending,2024-01-10 03:38:30,2024-01-10 03:38:30
439,595,35,pending,2024-06-16 03:38:30,2024-06-16 03:38:30
440,656,91,pending,2024-08-01 03:38:30,2024-08-01 03:38:30
441,506,76,placed,2024-02-17 03:38:30,2024-02-17 03:38:30
442,185,89,placed,2024-05-04 03:38:30,2024-05-04 03:38:30
443,279,27,pending,2024-07-31 03:38:30,2024-07-31 03:38:30
444,975,69,pending,2024-07-01 03:38:30,2024-07-01 03:38:30
445,601,79,pending,2024-11-17 03:38:30,2024-11-17 03:38:30
446,227,72,pending,2024-01-30 03:38:30,2024-01-30 03:38:30
447,100,71,placed,2024-11-04 03:38:30,2024-11-04 03:38:30
448,827,49,placed,2024-01-09 03:38:30,2024-01-09 03:38:30
449,938,66,pending,2024-06-02 03:38:30,2024-06-02 03:38:30
450,152,21,placed,2024-06-02 03:38:30,2024-06-02 03:38:30
451,58,46,placed,2023-12-18 03:38:30,2023-12-18 03:38:30
452,313,66,pending,2024-04-21 03:38:30,2024-04-21 03:38:30
453,733,79,delivered,2024-09-29 03:38:30,2024-09-29 03:38:30
454,64,12,delivered,2024-07-18 03:38:30,2024-07-18 03:38:30
455,650,49,placed,2024-06-05 03:38:30,2024-06-05 03:38:30
456,633,90,placed,2024-04-21 03:38:30,2024-04-21 03:38:30
457,991,34,pending,2024-03-20 03:38:30,2024-03-20 03:38:30
458,642,80,delivered,2024-11-01 03:38:30,2024-11-01 03:38:30
459,892,60,placed,2024-10-29 03:38:30,2024-10-29 03:38:30
460,723,59,placed,2024-02-02 03:38:30,2024-02-02 03:38:30
461,106,16,placed,2023-12-20 03:38:30,2023-12-20 03:38:30
462,783,53,delivered,2024-05-17 03:38:30,2024-05-17 03:38:30
463,454,26,placed,2024-10-09 03:38:30,2024-10-09 03:38:30
464,262,14,placed,2024-05-24 03:38:30,2024-05-24 03:38:30
465,455,20,delivered,2024-11-26 03:38:30,2024-11-26 03:38:30
466,99,10,placed,2024-01-02 03:38:30,2024-01-02 03:38:30
467,537,75,delivered,2024-08-25 03:38:30,2024-08-25 03:38:30
468,227,57,pending,2024-11-10 03:38:30,2024-11-10 03:38:30
469,544,63,pending,2024-08-20 03:38:30,2024-08-20 03:38:30
470,171,23,placed,2024-03-14 03:38:30,2024-03-14 03:38:30
471,996,14,placed,2024-06-21 03:38:30,2024-06-21 03:38:30
472,499,38,delivered,2024-08-13 03:38:30,2024-08-13 03:38:30
473,490,92,placed,2024-10-30 03:38:30,2024-10-30 03:38:30
474,547,82,delivered,2024-12-02 03:38:30,2024-12-02 03:38:30
475,136,73,pending,2024-11-20 03:38:30,2024-11-20 03:38:30
476,636,37,pending,2024-06-09 03:38:30,2024-06-09 03:38:30
477,691,78,pending,2024-02-04 03:38:30,2024-02-04 03:38:30
478,533,67,pending,2024-10-09 03:38:30,2024-10-09 03:38:30
479,378,44,pending,2024-12-03 03:38:30,2024-12-03 03:38:30
480,742,17,delivered,2023-12-13 03:38:30,2023-12-13 03:38:30
481,948,90,delivered,2024-03-25 03:38:30,2024-03-25 03:38:30
482,3,59,pending,2024-02-29 03:38:30,2024-02-29 03:38:30
483,723,73,pending,2024-01-12 03:38:30,2024-01-12 03:38:30
484,852,48,delivered,2024-02-24 03:38:30,2024-02-24 03:38:30
485,477,55,placed,2024-10-03 03:38:30,2024-10-03 03:38:30
486,179,46,pending,2024-03-18 03:38:30,2024-03-18 03:38:30
487,715,48,placed,2024-01-25 03:38:30,2024-01-25 03:38:30
488,229,94,pending,2024-09-03 03:38:30,2024-09-03 03:38:30
489,660,41,pending,2024-05-02 03:38:30,2024-05-02 03:38:30
490,826,72,pending,2024-10-13 03:38:30,2024-10-13 03:38:30
491,810,38,placed,2023-12-20 03:38:30,2023-12-20 03:38:30
492,793,81,delivered,2024-01-26 03:38:30,2024-01-26 03:38:30
493,242,50,placed,2024-07-06 03:38:30,2024-07-06 03:38:30
494,40,20,placed,2024-07-04 03:38:30,2024-07-04 03:38:30
495,953,99,delivered,2024-02-27 03:38:30,2024-02-27 03:38:30
496,414,90,delivered,2024-11-24 03:38:30,2024-11-24 03:38:30
497,112,76,delivered,2024-09-26 03:38:30,2024-09-26 03:38:30
498,892,91,pending,2024-05-05 03:38:30,2024-05-05 03:38:30
499,344,32,placed,2024-04-26 03:38:30,2024-04-26 03:38:30
500,275,65,placed,2024-12-07 03:38:30,2024-12-07 03:38:30
